18,3000184300
02,190.0
,02,1000,181
183,31.0
,081,10.00,1.
18437.0
0,18,2000,10838,3260.000,1089,100018138.0
0,1084,328000,183340.00
,04,160184,16.
,04835000104,3110.00
0,11521,3120.00
0,11523,3120.00
0,11524,3100.00
0,11526,3100.00
0,11527,3110.00
0,11528,3110.00
0,11530,3110.00
0,11531,3100.00
0,11533,3120.00
0,11534,3120.00
0,11535,3110.00
0,11537,3120.00
0,11538,3120.00
0,11540,3110.00
0,11541,3120.00
0,11542,3120.00
0,11544,3120.00
0,11545,3330.00
0,11547,3330.00
0,11548,3120.00
0,11549,3120.00
0,11551,3110.00
0,11552,3100.00
0,11554,3100.00
0,11555,3120.00
0,11557,3140.00
0,11558,3140.00
0,11559,3080.00
0,11561,3120.00
0,11563,3120.00
0,11565,3110.00
0,11566,3110.00
0,11567,3110.00
0,11569,3110.00
0,11570,3120.00
0,11572,3120.00
0,11573,3190.00
0,11574,3260.00
0,11576,3260.00
0,11577,3110.00
0,11579,3110.00
0,11580,3110.00
0,11582,3100.00
0,11583,3110.00
0,11584,3110.00
0,11586,3140.00
0,11587,3140.00
0,11589,3140.00
0,11590,3120.00
0,11591,3120.00
0,11593,3120.00
0,11594,3110.00
0,11596,3110.00
0,11597,3110.00
0,11598,3100.00
0,11600,3100.00
0,11601,3440.00
0,11603,3100.00
0,11604,3100.00
0,11607,3070.00
0,11608,3120.00
0,11609,3120.00
0,11611,3110.00
0,11612,3110.00
0,11614,3110.00
0,11615,3110.00
0,11616,3140.00
0,11618,3140.00
0,11619,3070.00
0,11621,3110.00
0,11622,3110.00
0,11623,3080.00
0,11625,3140.00
0,11626,3140.00
0,11628,3110.00
0,11629,3230.00
0,11631,3230.00
0,11632,3120.00
0,11633,3120.00
0,11635,3120.00
0,11636,3100.00
0,11638,3100.00
0,11639,3120.00
0,11640,3110.00
0,11642,3110.00
0,11643,3120.00
0,11645,3120.00
0,11646,3120.00
0,11648,3100.00
0,11650,3120.00
0,11651,3120.00
0,11653,3100.00
0,11654,3100.00
0,11656,3100.00
0,11657,3110.00
0,11658,3110.00
0,11660,3110.00
0,11661,3100.00
0,11663,3280.00
0,11664,3280.00
0,11665,3230.00
0,11667,3330.00
0,11668,3330.00
0,11670,3350.00
0,11671,3350.00
0,11672,3350.00
0,11674,3330.00
0,11675,3370.00
0,11677,3370.00
0,11678,3350.00
0,11680,3350.00
0,11681,3340.00
0,11682,3350.00
0,11684,3350.00
0,11685,3350.00
0,11687,3380.00
0,11688,3380.00
0,11689,3390.00
0,11692,3330.00
0,11693,3330.00
0,11695,3350.00
0,11696,3390.00
0,11697,3390.00
0,11699,3350.00
0,11700,3350.00
0,11702,3350.00
0,11703,3370.00
0,11704,3370.00
0,11706,3370.00
0,11707,3350.00
0,11709,3340.00
0,11710,3340.00
0,11712,3370.00
0,11713,3370.00
0,11714,3370.00
0,11716,3370.00
0,11717,3380.00
0,11719,3380.00
0,11720,3370.00
0,11721,3370.00
0,11723,3350.00
0,11724,3380.00
0,11726,3380.00
0,11727,3370.00
0,11728,3370.00
0,11730,3370.00
0,11731,3340.00
0,11734,3380.00
0,11735,3380.00
0,11737,3640.00
0,11738,3580.00
0,11739,3580.00
0,11741,3480.00
0,11742,3470.00
0,11744,3470.00
0,11745,3520.00
0,11746,3390.00
0,11748,3390.00
0,11749,3400.00
0,11751,3480.00
0,11752,3480.00
0,11753,3380.00
0,11755,3420.00
0,11756,3420.00
0,11758,3420.00
0,11759,3330.00
0,11761,3330.00
0,11762,3190.00
0,11763,3190.00
0,11765,3280.00
0,11766,3280.00
0,11768,3280.00
0,11769,3260.00
0,11770,3280.00
0,11772,3280.00
0,11773,3260.00
0,11776,3280.00
0,11777,3280.00
0,11778,3330.00
0,11780,3260.00
0,11781,3260.00
0,11783,3390.00
0,11784,3460.00
0,11786,3460.00
0,11787,3480.00
0,11788,3460.00
0,11790,3460.00
0,11791,3460.00
0,11793,3460.00
0,11794,3460.00
0,11795,3470.00
0,11797,3480.00
0,11798,3480.00
0,11800,3460.00
0,11801,3660.00
0,11802,3660.00
0,11804,3580.00
0,11805,3580.00
0,11807,3810.00
0,11808,3620.00
0,11810,3620.00
0,11811,3580.00
0,11812,3370.00
0,11814,3370.00
0,11815,3300.00
0,11817,3300.00
0,11819,3300.00
0,11820,3190.00
0,11822,3250.00
0,11823,3250.00
0,11825,3240.00
0,11826,3230.00
0,11827,3230.00
0,11829,3300.00
0,11830,3260.00
0,11832,3260.00
0,11833,3240.00
0,11834,3240.00
0,11836,3240.00
0,11837,3400.00
0,11839,3280.00
0,11840,3280.00
0,11842,3250.00
0,11843,3320.00
0,11844,3320.00
0,11846,3210.00
0,11847,3210.00
0,11849,3160.00
0,11850,3070.00
0,11851,3070.00
0,11853,3050.00
0,11854,3140.00
0,11856,3140.00
0,11857,3010.00
0,11858,3060.00
0,11860,3060.00
0,11862,3100.00
0,11864,3050.00
0,11865,3050.00
0,11867,3070.00
0,11868,3070.00
0,11869,3070.00
0,11871,3060.00
0,11872,3050.00
0,11874,3050.00
0,11875,3070.00
0,11876,3030.00
0,11878,3030.00
0,11879,3060.00
0,11881,3050.00
0,11882,3050.00
0,11883,3050.00
0,11885,3060.00
0,11886,3060.00
0,11888,3050.00
0,11889,3050.00
0,11891,3030.00
0,11892,3070.00
0,11893,3070.00
0,11895,3030.00
0,11896,3060.00
0,11898,3060.00
0,11899,3050.00
0,11900,3050.00
0,11902,3050.00
0,11904,3050.00
0,11906,3010.00
0,11907,3010.00
0,11908,3060.00
0,11910,3030.00
0,11911,3030.00
0,11913,3050.00
0,11914,3060.00
0,11916,3060.00
0,11917,3050.00
0,11918,3030.00
0,11920,3030.00
0,11921,3060.00
0,11923,3030.00
0,11924,3030.00
0,11925,3060.00
0,11927,2930.00
0,11928,2930.00
0,11930,2960.00
0,11931,2960.00
0,11932,2940.00
0,11934,2930.00
0,11935,2930.00
0,11937,2940.00
0,11938,2940.00
0,11940,2940.00
0,11941,2920.00
0,11942,2930.00
0,11944,2930.00
0,11945,2940.00
0,11948,2940.00
0,11949,2940.00
0,11950,2960.00
0,11952,2930.00
0,11953,2930.00
0,11955,2960.00
0,11956,2930.00
0,11957,2930.00
0,11959,2960.00
0,11960,2970.00
0,11962,2970.00
0,11963,2940.00
0,11964,2960.00
0,11966,2960.00
0,11967,3010.00
0,11969,2960.00
0,11970,2960.00
0,11972,2970.00
0,11973,2970.00
0,11974,2960.00
0,11976,2970.00
0,11977,2970.00
0,11979,2960.00
0,11980,2940.00
0,11981,2940.00
0,11983,2970.00
0,11984,2960.00
0,11986,2960.00
0,11987,2980.00
0,11988,2960.00
0,11991,2960.00
0,11992,2970.00
0,11994,2970.00
0,11995,2970.00
0,11997,3000.00
0,11998,2940.00
0,11999,2940.00
0,12001,2970.00
0,12002,2940.00
0,12004,2940.00
0,12005,2940.00
0,12006,2970.00
0,12008,2970.00
0,12009,2960.00
0,12011,2960.00
0,12012,2960.00
0,12013,2970.00
0,12015,2970.00
0,12016,3000.00
0,12018,2970.00
0,12019,2970.00
0,12021,2970.00
0,12022,2960.00
0,12023,2960.00
0,12025,2960.00
0,12026,2940.00
0,12028,2940.00
0,12029,3000.00
0,12030,3000.00
0,12033,3000.00
0,12034,2970.00
0,12036,2960.00
0,12037,2960.00
0,12038,3050.00
0,12040,2970.00
0,12041,2970.00
0,12043,2970.00
0,12044,2960.00
0,12046,2960.00
0,12047,2970.00
0,12048,2960.00
0,12050,2960.00
0,12051,2960.00
0,12053,2960.00
0,12054,2960.00
0,12055,2970.00
0,12057,2970.00
0,12058,3000.00
0,12060,2940.00
0,12061,2940.00
0,12062,2970.00
0,12064,2960.00
0,12065,2960.00
0,12067,2970.00
0,12068,2970.00
0,12069,2970.00
0,12071,2980.00
0,12072,2960.00
0,12075,2960.00
0,12076,2940.00
0,12078,2930.00
0,12079,2930.00
0,12080,2970.00
0,12082,2940.00
0,12083,2940.00
0,12085,2940.00
0,12086,2970.00
0,12087,2970.00
0,12089,2980.00
0,12090,2960.00
0,12092,2960.00
0,12093,2980.00
0,12094,2960.00
0,12096,2960.00
0,12097,2960.00
0,12099,2960.00
0,12100,2970.00
0,12102,2940.00
0,12103,2940.00
0,12104,2970.00
0,12106,2970.00
0,12107,2970.00
0,12109,2960.00
0,12110,2970.00
0,12111,2970.00
0,12113,2970.00
0,12114,2970.00
0,12116,2970.00
0,12118,2980.00
0,12119,2970.00
0,12121,2970.00
0,12122,2980.00
0,12124,2940.00
0,12125,2940.00
0,12127,2970.00
0,12128,2970.00
0,12129,2970.00
0,12131,2960.00
0,12132,2970.00
0,12134,2970.00
0,12135,2970.00
0,12136,2970.00
0,12138,2970.00
0,12139,2970.00
0,12141,2970.00
0,12142,3010.00
0,12143,2940.00
0,12145,2940.00
0,12146,2980.00
0,12148,2930.00
0,12149,2930.00
0,12151,2970.00
0,12152,2940.00
0,12153,2940.00
0,12155,2970.00
0,12156,2960.00
0,12158,2960.00
0,12160,2960.00
0,12161,2970.00
0,12163,2970.00
0,12164,2970.00
0,12166,2980.00
0,12167,2980.00
0,12168,2970.00
0,12170,2960.00
0,12171,2960.00
0,12173,2960.00
0,12174,2980.00
0,12176,2980.00
0,12177,2940.00
0,12178,2940.00
0,12180,2940.00
0,12181,2980.00
0,12183,2980.00
0,12184,2960.00
0,12185,2970.00
0,12187,2970.00
0,12188,2940.00
0,12190,2960.00
0,12191,2960.00
0,12192,2980.00
0,12194,2960.00
0,12195,2960.00
0,12197,2940.00
0,12198,2940.00
0,12200,2940.00
0,12201,2960.00
0,12203,2970.00
0,12205,2970.00
0,12206,2960.00
0,12208,2970.00
0,12209,2970.00
0,12210,3010.00
0,12212,2970.00
0,12213,2970.00
0,12215,2970.00
0,12216,2940.00
0,12217,2940.00
0,12219,2970.00
0,12220,2980.00
0,12222,2980.00
0,12223,2960.00
0,12224,2960.00
0,12226,2970.00
0,12227,2970.00
0,12229,2970.00
0,12230,2940.00
0,12232,2970.00
0,12233,2970.00
0,12234,2940.00
0,12236,2960.00
0,12237,2960.00
0,12239,2970.00
0,12240,2970.00
0,12241,2970.00
0,12243,3010.00
0,12244,2960.00
0,12247,2960.00
0,12248,2960.00
0,12249,2970.00
0,12251,2970.00
0,12252,2940.00
0,12254,2960.00
0,12255,2960.00
0,12257,2970.00
0,12258,2980.00
0,12259,2980.00
0,12261,2970.00
0,12262,2970.00
0,12264,2970.00
0,12265,2960.00
0,12266,2970.00
0,12268,2970.00
0,12269,2960.00
0,12271,2960.00
0,12272,2980.00
0,12273,2960.00
0,12275,2960.00
0,12276,2970.00
0,12278,2970.00
0,12279,2970.00
0,12281,2930.00
0,12282,2970.00
0,12283,2970.00
0,12285,2970.00
0,12286,2980.00
0,12289,2980.00
0,12290,2930.00
0,12291,3010.00
0,12293,3010.00
0,12294,2980.00
0,12296,2940.00
0,12297,2940.00
0,12298,2970.00
0,12300,2940.00
0,12301,2940.00
0,12303,2970.00
0,12304,2960.00
0,12306,2960.00
0,12307,2960.00
0,12308,2960.00
0,12310,2960.00
0,12311,2970.00
0,12313,2970.00
0,12314,2960.00
0,12315,2980.00
0,12317,2980.00
0,12318,2940.00
0,12320,2960.00
0,12321,2960.00
0,12322,2960.00
0,12324,2970.00
0,12325,2970.00
0,12327,2960.00
0,12328,2970.00
0,12331,2970.00
0,12332,2930.00
0,12333,2980.00
0,12335,2980.00
0,12336,2970.00
0,12338,3010.00
0,12339,3010.00
0,12340,2970.00
0,12342,2930.00
0,12343,2930.00
0,12345,2980.00
0,12346,2970.00
0,12347,2970.00
0,12349,2970.00
0,12350,2960.00
0,12352,2960.00
0,12353,2940.00
0,12354,2940.00
0,12356,3010.00
0,12357,2970.00
0,12359,2970.00
0,12360,2940.00
0,12362,2980.00
0,12363,2980.00
0,12364,2930.00
0,12366,2970.00
0,12367,2970.00
0,12369,2980.00
0,12370,2930.00
0,12371,2930.00
0,12374,2980.00
0,12375,2980.00
0,12377,2980.00
0,12378,2970.00
0,12379,2970.00
0,12381,2970.00
0,12382,2960.00
0,12384,2980.00
0,12385,2980.00
0,12387,2970.00
0,12388,2940.00
0,12389,2940.00
0,12391,2960.00
0,12392,2970.00
0,12394,2970.00
0,12395,2980.00
0,12396,2980.00
0,12398,2940.00
0,12399,2970.00
0,12401,2970.00
0,12402,2980.00
0,12403,2980.00
0,12405,2980.00
0,12406,2960.00
0,12408,3010.00
0,12409,3010.00
0,12411,2960.00
0,12412,2970.00
0,12413,2970.00
0,12416,2940.00
0,12417,2940.00
0,12419,2940.00
0,12420,2980.00
0,12421,2960.00
0,12423,2960.00
0,12424,2960.00
0,12426,3000.00
0,12427,3000.00
0,12428,2970.00
0,12430,2970.00
0,12431,2970.00
0,12433,2970.00
0,12434,2960.00
0,12436,2960.00
0,12437,2960.00
0,12438,2960.00
0,12440,2960.00
0,12441,3020.00
0,12443,3020.00
0,12444,2970.00
0,12445,2970.00
0,12447,2970.00
0,12448,2970.00
0,12450,2960.00
0,12451,2960.00
0,12452,2960.00
0,12454,2970.00
0,12455,2970.00
0,12457,2940.00
0,12459,2940.00
0,12461,2940.00
0,12462,2970.00
0,12463,2940.00
0,12465,2940.00
0,12466,2970.00
0,12468,3120.00
0,12469,3120.00
0,12470,3280.00
0,12472,3170.00
0,12473,3170.00
0,12475,3190.00
0,12476,3100.00
0,12477,3100.00
0,12479,3110.00
0,12480,3110.00
0,12482,3150.00
0,12483,3230.00
0,12484,3230.00
0,12486,3160.00
0,12487,3170.00
0,12489,3170.00
0,12490,3190.00
0,12492,3240.00
0,12493,3240.00
0,12494,3170.00
0,12496,3140.00
0,12497,3140.00
0,12499,3200.00
0,12500,3000.00
0,12502,3000.00
0,12504,2920.00
0,12505,2940.00
0,12507,2940.00
0,12508,3000.00
0,12509,2930.00
0,12511,2930.00
0,12512,2940.00
0,12514,2980.00
0,12515,2980.00
0,12517,2960.00
0,12518,2960.00
0,12519,2960.00
0,12521,2930.00
0,12522,2930.00
0,12524,2960.00
0,12525,2930.00
0,12526,2930.00
0,12528,2930.00
0,12529,2960.00
0,12531,2960.00
0,12532,2930.00
0,12533,2960.00
0,12535,2960.00
0,12536,2930.00
0,12538,2960.00
0,12539,2960.00
0,12541,2930.00
0,12542,2960.00
0,12544,2960.00
0,12546,2960.00
0,12547,2930.00
0,12549,2930.00
0,12550,2930.00
0,12551,2930.00
0,12553,2930.00
0,12554,2960.00
0,12556,2960.00
0,12557,2960.00
0,12558,2940.00
0,12560,2970.00
0,12561,2970.00
0,12563,2960.00
0,12564,2960.00
0,12566,2960.00
0,12567,2940.00
0,12568,2940.00
0,12570,2930.00
0,12571,2940.00
0,12573,2940.00
0,12574,2930.00
0,12575,2960.00
0,12577,2960.00
0,12578,2930.00
0,12580,2940.00
0,12581,2940.00
0,12582,2960.00
0,12584,2980.00
0,12585,2980.00
0,12588,2940.00
0,12589,2970.00
0,12591,2970.00
0,12592,3020.00
0,12593,2970.00
0,12595,2970.00
0,12596,2940.00
0,12598,3020.00
0,12599,3020.00
0,12600,2970.00
0,12602,2940.00
0,12603,2940.00
0,12605,2970.00
0,12606,2970.00
0,12607,2960.00
0,12609,2960.00
0,12610,2960.00
0,12612,2970.00
0,12613,2960.00
0,12615,2960.00
0,12616,2970.00
0,12617,2980.00
0,12619,2980.00
0,12620,2960.00
0,12622,3010.00
0,12623,3010.00
0,12624,2970.00
0,12626,2960.00
0,12627,2960.00
0,12630,2960.00
0,12631,2960.00
0,12632,2960.00
0,12634,2940.00
0,12635,3000.00
0,12637,3000.00
0,12638,2940.00
0,12639,2960.00
0,12641,2960.00
0,12642,2970.00
0,12644,2940.00
0,12645,2940.00
0,12647,2960.00
0,12648,2960.00
0,12649,2980.00
0,12651,2970.00
0,12652,2970.00
0,12654,2980.00
0,12655,2940.00
0,12656,2940.00
0,12658,2970.00
0,12659,2970.00
0,12661,2970.00
0,12662,2960.00
0,12663,2970.00
0,12665,2970.00
0,12666,2960.00
0,12668,2960.00
0,12669,2960.00
0,12672,2970.00
0,12673,2940.00
0,12674,2940.00
0,12676,2970.00
0,12677,2960.00
0,12679,2960.00
0,12680,2980.00
0,12681,3010.00
0,12683,3010.00
0,12684,2960.00
0,12686,2980.00
0,12687,2980.00
0,12688,2940.00
0,12690,2940.00
0,12691,2960.00
0,12693,2960.00
0,12694,2960.00
0,12696,2940.00
0,12697,2970.00
0,12698,2970.00
0,12700,2970.00
0,12701,2980.00
0,12703,2980.00
0,12704,2960.00
0,12705,2960.00
0,12707,2960.00
0,12708,2980.00
0,12710,3000.00
0,12711,3000.00
0,12712,2980.00
0,12715,2940.00
0,12716,2940.00
0,12718,2930.00
0,12719,2960.00
0,12721,2960.00
0,12722,2980.00
0,12723,2960.00
0,12725,2960.00
0,12726,3000.00
0,12728,2970.00
0,12729,2970.00
0,12730,2970.00
0,12732,2970.00
0,12733,2960.00
0,12735,2960.00
0,12736,2960.00
0,12737,2970.00
0,12739,2970.00
0,12740,2970.00
0,12742,2970.00
0,12743,2970.00
0,12744,2970.00
0,12746,2970.00
0,12747,2970.00
0,12749,2970.00
0,12750,3000.00
0,12752,2970.00
0,12753,2970.00
0,12754,2970.00
0,12756,2980.00
0,12758,2980.00
0,12760,2970.00
0,12761,2960.00
0,12762,2960.00
0,12764,2960.00
0,12765,2960.00
0,12767,2960.00
0,12768,2940.00
0,12769,2960.00
0,12771,2960.00
0,12772,2970.00
0,12774,2970.00
0,12775,2970.00
0,12777,2960.00
0,12778,2960.00
0,12779,2980.00
0,12781,3010.00
0,12782,3010.00
0,12784,2960.00
0,12785,2940.00
0,12786,2940.00
0,12788,2960.00
0,12789,2970.00
0,12791,2970.00
0,12792,2970.00
0,12793,2970.00
0,12795,2970.00
0,12796,2970.00
0,12798,2920.00
0,12800,2920.00
0,12802,2980.00
0,12803,2940.00
0,12804,2940.00
0,12806,3000.00
0,12807,2980.00
0,12809,2980.00
0,12810,2960.00
0,12811,2970.00
0,12813,2970.00
0,12814,3120.00
0,12816,3100.00
0,12817,3100.00
0,12818,3190.00
0,12820,3190.00
0,12821,3100.00
0,12823,3110.00
0,12824,3110.00
0,12826,3110.00
0,12827,3150.00
0,12828,3150.00
0,12830,3100.00
0,12831,3240.00
0,12833,3240.00
0,12834,3620.00
0,12835,3440.00
0,12837,3440.00
0,12838,3550.00
0,12840,3140.00
0,12841,3140.00
0,12843,3170.00
